Date,State,Total Confirmed Cases,Cured/Discharged/Migrated,Death
30-01-2020,Kerala,1,,
02-02-2020,Kerala,2,,
03-02-2020,Kerala,3,,
02-03-2020,Kerala,3,,
02-03-2020,Delhi,1,,
02-03-2020,Telangana,1,,
03-03-2020,Kerala,3,,
03-03-2020,Delhi,1,,
03-03-2020,Telangana,1,,
03-03-2020,Rajasthan,1,,
04-03-2020,Haryana,14,,
04-03-2020,Uttar Pradesh,6,,
04-03-2020,Kerala,3,,
04-03-2020,Rajasthan,3,,
04-03-2020,Delhi,1,,
04-03-2020,Telangana,1,,
05-03-2020,Haryana,14,,
05-03-2020,Uttar Pradesh,6,,
05-03-2020,Kerala,3,,
05-03-2020,Rajasthan,3,,
05-03-2020,Delhi,3,,
05-03-2020,Telangana,1,,
06-03-2020,Haryana,14,,
06-03-2020,Uttar Pradesh,6,,
06-03-2020,Kerala,3,,
06-03-2020,Rajasthan,3,,
06-03-2020,Delhi,4,,
06-03-2020,Telangana,1,,
07-03-2020,Haryana,14,,
07-03-2020,Uttar Pradesh,6,,
07-03-2020,Kerala,3,,
07-03-2020,Rajasthan,3,,
07-03-2020,Delhi,4,,
07-03-2020,Ladakh,2,,
07-03-2020,Tamil Nadu,1,,
07-03-2020,Telangana,1,,
07-03-2020,Andhra Pradesh,1,,
07-03-2020,Bihar,1,,
08-03-2020,Haryana,14,,
08-03-2020,Uttar Pradesh,6,,
08-03-2020,Kerala,8,,
08-03-2020,Rajasthan,3,,
08-03-2020,Delhi,4,,
08-03-2020,Ladakh,2,,
08-03-2020,Tamil Nadu,1,,
08-03-2020,Telangana,1,,
08-03-2020,Andhra Pradesh,1,,
08-03-2020,Bihar,1,,
09-03-2020,Haryana,14,,
09-03-2020,Uttar Pradesh,7,,
09-03-2020,Kerala,9,,
09-03-2020,Rajasthan,3,,
09-03-2020,Delhi,5,,
09-03-2020,Ladakh,2,,
09-03-2020,Tamil Nadu,1,,
09-03-2020,Telangana,1,,
09-03-2020,Andhra Pradesh,1,,
09-03-2020,Bihar,1,,
09-03-2020,Jammu and Kashmir,1,,
09-03-2020,Punjab,1,,
10-03-2020,Haryana,14,,
10-03-2020,Uttar Pradesh,7,,
10-03-2020,Kerala,11,,
10-03-2020,Rajasthan,3,,
10-03-2020,Delhi,5,,
10-03-2020,Ladakh,2,,
10-03-2020,Tamil Nadu,1,,
10-03-2020,Telangana,1,,
10-03-2020,Andhra Pradesh,1,,
10-03-2020,Bihar,1,,
10-03-2020,Jammu and Kashmir,1,,
10-03-2020,Punjab,1,,
10-03-2020,Karnataka,4,,
10-03-2020,Maharashtra,2,,
11-03-2020,Haryana,14,,
11-03-2020,Uttar Pradesh,7,,
11-03-2020,Kerala,19,,
11-03-2020,Rajasthan,4,,
11-03-2020,Delhi,6,,
11-03-2020,Ladakh,2,,
11-03-2020,Tamil Nadu,1,,
11-03-2020,Telangana,1,,
11-03-2020,Andhra Pradesh,1,,
11-03-2020,Bihar,1,,
11-03-2020,Jammu and Kashmir,1,,
11-03-2020,Punjab,1,,
11-03-2020,Karnataka,4,,
11-03-2020,Maharashtra,2,,
12-03-2020,Haryana,14,,
12-03-2020,Uttar Pradesh,11,,
12-03-2020,Kerala,19,,
12-03-2020,Rajasthan,4,,
12-03-2020,Delhi,6,,
12-03-2020,Ladakh,3,,
12-03-2020,Tamil Nadu,1,,
12-03-2020,Telangana,1,,
12-03-2020,Andhra Pradesh,1,,
12-03-2020,Bihar,1,,
12-03-2020,Jammu and Kashmir,1,,
12-03-2020,Punjab,1,,
12-03-2020,Karnataka,4,,
12-03-2020,Maharashtra,11,,
13-03-2020,Haryana,14,,
13-03-2020,Uttar Pradesh,11,,
13-03-2020,Kerala,19,,
13-03-2020,Rajasthan,4,,
13-03-2020,Delhi,6,,
13-03-2020,Ladakh,3,,
13-03-2020,Tamil Nadu,1,,
13-03-2020,Telangana,1,,
13-03-2020,Andhra Pradesh,1,,
13-03-2020,Bihar,1,,
13-03-2020,Jammu and Kashmir,1,,
13-03-2020,Punjab,1,,
13-03-2020,Karnataka,6,,
13-03-2020,Maharashtra,11,,
13-03-2020,Chhattisgarh,1,,
14-03-2020,Haryana,14,,
14-03-2020,Uttar Pradesh,12,,
14-03-2020,Kerala,19,,
14-03-2020,Rajasthan,4,,
14-03-2020,Delhi,7,,
14-03-2020,Ladakh,3,,
14-03-2020,Tamil Nadu,1,,
14-03-2020,Telangana,1,,
14-03-2020,Andhra Pradesh,1,,
14-03-2020,Bihar,1,,
14-03-2020,Jammu and Kashmir,2,,
14-03-2020,Punjab,1,,
14-03-2020,Karnataka,6,,
14-03-2020,Maharashtra,14,,
14-03-2020,Chhattisgarh,1,,
15-03-2020,Haryana,14,,
15-03-2020,Uttar Pradesh,13,,
15-03-2020,Kerala,22,,
15-03-2020,Rajasthan,4,,
15-03-2020,Delhi,7,,
15-03-2020,Ladakh,3,,
15-03-2020,Tamil Nadu,1,,
15-03-2020,Telangana,3,,
15-03-2020,Andhra Pradesh,1,,
15-03-2020,Bihar,1,,
15-03-2020,Jammu and Kashmir,2,,
15-03-2020,Punjab,1,,
15-03-2020,Karnataka,6,,
15-03-2020,Maharashtra,32,,
15-03-2020,Chhattisgarh,1,,
15-03-2020,Uttarakhand,1,,
16-03-2020,Haryana,14,,
16-03-2020,Uttar Pradesh,13,,
16-03-2020,Kerala,23,,
16-03-2020,Rajasthan,4,,
16-03-2020,Delhi,7,,
16-03-2020,Ladakh,4,,
16-03-2020,Tamil Nadu,1,,
16-03-2020,Telangana,3,,
16-03-2020,Andhra Pradesh,1,,
16-03-2020,Bihar,1,,
16-03-2020,Jammu and Kashmir,3,,
16-03-2020,Punjab,1,,
16-03-2020,Karnataka,6,,
16-03-2020,Maharashtra,32,,
16-03-2020,Chhattisgarh,1,,
16-03-2020,Uttarakhand,1,,
16-03-2020,Odisha,1,,
17-03-2020,Haryana,15,,
17-03-2020,Uttar Pradesh,15,,
17-03-2020,Kerala,26,,
17-03-2020,Rajasthan,4,,
17-03-2020,Delhi,8,,
17-03-2020,Ladakh,6,,
17-03-2020,Tamil Nadu,1,,
17-03-2020,Telangana,5,,
17-03-2020,Andhra Pradesh,1,,
17-03-2020,Bihar,2,,
17-03-2020,Jammu and Kashmir,3,,
17-03-2020,Punjab,1,,
17-03-2020,Karnataka,11,,
17-03-2020,Maharashtra,39,,
17-03-2020,Chhattisgarh,1,,
17-03-2020,Uttarakhand,1,,
17-03-2020,Odisha,1,,
18-03-2020,Haryana,17,,
18-03-2020,Uttar Pradesh,16,,
18-03-2020,Kerala,27,,
18-03-2020,Rajasthan,4,,
18-03-2020,Delhi,10,,
18-03-2020,Ladakh,8,,
18-03-2020,Tamil Nadu,1,,
18-03-2020,Telangana,6,,
18-03-2020,Andhra Pradesh,1,,
18-03-2020,Bihar,2,,
18-03-2020,Jammu and Kashmir,3,,
18-03-2020,Punjab,1,,
18-03-2020,Karnataka,11,,
18-03-2020,Maharashtra,42,,
18-03-2020,Chhattisgarh,1,,
18-03-2020,Uttarakhand,1,,
18-03-2020,Odisha,1,,
19-03-2020,Haryana,18,,
19-03-2020,Uttar Pradesh,19,,
19-03-2020,Kerala,33,,
19-03-2020,Rajasthan,9,,
19-03-2020,Delhi,15,,
19-03-2020,Ladakh,9,,
19-03-2020,Tamil Nadu,3,,
19-03-2020,Telangana,10,,
19-03-2020,Andhra Pradesh,2,,
19-03-2020,Bihar,2,,
19-03-2020,Jammu and Kashmir,3,,
19-03-2020,Punjab,6,,
19-03-2020,Karnataka,15,,
19-03-2020,Maharashtra,48,,
19-03-2020,Chhattisgarh,1,,
19-03-2020,Uttarakhand,2,,
19-03-2020,Odisha,1,,
20-03-2020,Haryana,19,,
20-03-2020,Uttar Pradesh,22,,
20-03-2020,Kerala,40,,
20-03-2020,Rajasthan,14,,
20-03-2020,Delhi,20,,
20-03-2020,Ladakh,11,,
20-03-2020,Tamil Nadu,4,,
20-03-2020,Telangana,14,,
20-03-2020,Andhra Pradesh,3,,
20-03-2020,Bihar,2,,
20-03-2020,Jammu and Kashmir,4,,
20-03-2020,Punjab,11,,
20-03-2020,Karnataka,19,,
20-03-2020,Maharashtra,55,,
20-03-2020,Chhattisgarh,1,,
20-03-2020,Uttarakhand,2,,
20-03-2020,Odisha,2,,
21-03-2020,Maharashtra,61,,
21-03-2020,Kerala,46,,
21-03-2020,Uttar Pradesh,24,,
21-03-2020,Delhi,24,,
21-03-2020,Karnataka,22,,
21-03-2020,Haryana,20,,
21-03-2020,Rajasthan,19,,
21-03-2020,Telangana,18,,
21-03-2020,Punjab,16,,
21-03-2020,Ladakh,12,,
21-03-2020,Tamil Nadu,6,,
21-03-2020,Andhra Pradesh,4,,
21-03-2020,Jammu and Kashmir,4,,
21-03-2020,Uttarakhand,3,,
21-03-2020,Bihar,2,,
21-03-2020,Odisha,2,,
21-03-2020,Chhattisgarh,1,,
22-03-2020,Maharashtra,67,,
22-03-2020,Kerala,52,,
22-03-2020,Delhi,29,,
22-03-2020,Uttar Pradesh,27,,
22-03-2020,Karnataka,26,,
22-03-2020,Rajasthan,24,,
22-03-2020,Telangana,22,,
22-03-2020,Haryana,21,,
22-03-2020,Punjab,21,,
22-03-2020,Gujarat,18,,
22-03-2020,Ladakh,13,,
22-03-2020,Tamil Nadu,7,,
22-03-2020,Andhra Pradesh,5,,
22-03-2020,Chandigarh,5,,
22-03-2020,Jammu and Kashmir,4,,
22-03-2020,Madhya Pradesh,4,,
22-03-2020,West Bengal,4,,
22-03-2020,Uttarakhand,3,,
22-03-2020,Bihar,2,,
22-03-2020,Odisha,2,,
22-03-2020,Himachal Pradesh,2,,
22-03-2020,Chhattisgarh,1,,
22-03-2020,Puducherry,1,,
23-03-2020,Maharashtra,74,,
23-03-2020,Kerala,67,,
23-03-2020,Karnataka,33,,
23-03-2020,Telangana,32,,
23-03-2020,Uttar Pradesh,31,,
23-03-2020,Delhi,29,,
23-03-2020,Gujarat,29,,
23-03-2020,Rajasthan,28,,
23-03-2020,Haryana,26,,
23-03-2020,Punjab,21,,
23-03-2020,Ladakh,13,,
23-03-2020,Tamil Nadu,9,,
23-03-2020,Andhra Pradesh,7,,
23-03-2020,West Bengal,7,,
23-03-2020,Chandigarh,6,,
23-03-2020,Madhya Pradesh,6,,
23-03-2020,Jammu and Kashmir,4,,
23-03-2020,Uttarakhand,3,,
23-03-2020,Himachal Pradesh,3,,
23-03-2020,Bihar,2,,
23-03-2020,Odisha,2,,
23-03-2020,Chhattisgarh,1,,
23-03-2020,Puducherry,1,,
24-03-2020,Kerala,95,,
24-03-2020,Maharashtra,89,,
24-03-2020,Karnataka,37,,
24-03-2020,Telangana,35,,
24-03-2020,Uttar Pradesh,33,,
24-03-2020,Gujarat,33,,
24-03-2020,Rajasthan,32,,
24-03-2020,Delhi,30,,
24-03-2020,Punjab,29,,
24-03-2020,Haryana,28,,
24-03-2020,Tamil Nadu,15,,
24-03-2020,Ladakh,13,,
24-03-2020,West Bengal,9,,
24-03-2020,Andhra Pradesh,8,,
24-03-2020,Chandigarh,7,,
24-03-2020,Madhya Pradesh,7,,
24-03-2020,Jammu and Kashmir,4,,
24-03-2020,Uttarakhand,4,,
24-03-2020,Himachal Pradesh,3,,
24-03-2020,Bihar,3,,
24-03-2020,Odisha,2,,
24-03-2020,Chhattisgarh,1,,
24-03-2020,Puducherry,1,,
24-03-2020,Manipur,1,,
25-03-2020,Maharashtra,128,,
25-03-2020,Kerala,109,,
25-03-2020,Karnataka,41,,
25-03-2020,Gujarat,38,,
25-03-2020,Uttar Pradesh,37,,
25-03-2020,Rajasthan,36,,
25-03-2020,Telangana,35,,
25-03-2020,Delhi,31,,
25-03-2020,Punjab,29,,
25-03-2020,Haryana,28,,
25-03-2020,Tamil Nadu,18,,
25-03-2020,Madhya Pradesh,14,,
25-03-2020,Ladakh,13,,
25-03-2020,West Bengal,9,,
25-03-2020,Andhra Pradesh,9,,
25-03-2020,Chandigarh,7,,
25-03-2020,Jammu and Kashmir,7,,
25-03-2020,Uttarakhand,4,,
25-03-2020,Bihar,4,,
25-03-2020,Himachal Pradesh,3,,
25-03-2020,Odisha,2,,
25-03-2020,Chhattisgarh,1,,
25-03-2020,Puducherry,1,,
25-03-2020,Manipur,1,,
25-03-2020,Mizoram,1,,
26-03-2020,Maharashtra,124,1,3
26-03-2020,Kerala,118,6,0
26-03-2020,Karnataka,55,3,2
26-03-2020,Telangana,44,1,0
26-03-2020,Gujarat,43,0,3
26-03-2020,Rajasthan,41,3,0
26-03-2020,Uttar Pradesh,41,11,0
26-03-2020,Delhi,36,6,1
26-03-2020,Punjab,33,0,1
26-03-2020,Haryana,30,11,0
26-03-2020,Tamil Nadu,26,1,1
26-03-2020,Madhya Pradesh,20,0,1
26-03-2020,Jammu and Kashmir,13,1,1
26-03-2020,Ladakh,13,0,0
26-03-2020,Andhra Pradesh,11,1,0
26-03-2020,West Bengal,10,0,1
26-03-2020,Chandigarh,7,0,0
26-03-2020,Bihar,6,0,1
26-03-2020,Chhattisgarh,6,0,0
26-03-2020,Uttarakhand,5,0,0
26-03-2020,Goa,3,0,0
26-03-2020,Himachal Pradesh,3,0,1
26-03-2020,Odisha,2,0,0
26-03-2020,Andaman and Nicobar Islands,1,0,0
26-03-2020,Manipur,1,0,0
26-03-2020,Mizoram,1,0,0
26-03-2020,Puducherry,1,0,0
27-03-2020,Kerala,137,11,0
27-03-2020,Maharashtra,130,15,4
27-03-2020,Karnataka,55,3,2
27-03-2020,Telangana,45,1,0
27-03-2020,Gujarat,43,0,3
27-03-2020,Rajasthan,41,3,0
27-03-2020,Uttar Pradesh,41,11,0
27-03-2020,Delhi,36,6,1
27-03-2020,Punjab,33,0,1
27-03-2020,Haryana,30,11,0
27-03-2020,Tamil Nadu,29,1,1
27-03-2020,Madhya Pradesh,20,0,1
27-03-2020,Jammu and Kashmir,13,1,1
27-03-2020,Ladakh,13,3,0
27-03-2020,Andhra Pradesh,12,1,0
27-03-2020,West Bengal,10,0,1
27-03-2020,Chandigarh,7,0,0
27-03-2020,Bihar,6,0,1
27-03-2020,Chhattisgarh,6,0,0
27-03-2020,Uttarakhand,5,0,0
27-03-2020,Goa,3,0,0
27-03-2020,Himachal Pradesh,3,0,1
27-03-2020,Odisha,2,0,0
27-03-2020,Andaman and Nicobar Islands,1,0,0
27-03-2020,Manipur,1,0,0
27-03-2020,Mizoram,1,0,0
27-03-2020,Puducherry,1,0,0
28-03-2020,Maharashtra,180,25,5
28-03-2020,Kerala,176,11,0
28-03-2020,Telangana,56,1,0
28-03-2020,Karnataka,55,3,2
28-03-2020,Uttar Pradesh,55,11,0
28-03-2020,Rajasthan,54,3,0
28-03-2020,Gujarat,45,0,3
28-03-2020,Tamil Nadu,40,2,1
28-03-2020,Delhi,39,6,1
28-03-2020,Punjab,38,1,1
28-03-2020,Haryana,33,12,0
28-03-2020,Madhya Pradesh,30,0,2
28-03-2020,Jammu and Kashmir,20,1,1
28-03-2020,West Bengal,15,0,1
28-03-2020,Andhra Pradesh,14,1,0
28-03-2020,Ladakh,13,3,0
28-03-2020,Bihar,9,0,1
28-03-2020,Chandigarh,8,0,0
28-03-2020,Andaman and Nicobar Islands,6,0,0
28-03-2020,Chhattisgarh,6,0,0
28-03-2020,Uttarakhand,5,0,0
28-03-2020,Goa,3,0,0
28-03-2020,Himachal Pradesh,3,0,1
28-03-2020,Odisha,3,0,0
28-03-2020,Manipur,1,0,0
28-03-2020,Mizoram,1,0,0
28-03-2020,Puducherry,1,0,0
29-03-2020,Maharashtra,186,25,6
29-03-2020,Kerala,182,15,1
29-03-2020,Karnataka,76,5,3
29-03-2020,Telangana,66,1,1
29-03-2020,Uttar Pradesh,65,11,0
29-03-2020,Gujarat,58,1,5
29-03-2020,Rajasthan,55,3,0
29-03-2020,Delhi,49,6,2
29-03-2020,Tamil Nadu,49,4,1
29-03-2020,Punjab,38,1,1
29-03-2020,Haryana,33,17,0
29-03-2020,Jammu and Kashmir,31,1,2
29-03-2020,Madhya Pradesh,30,0,2
29-03-2020,Andhra Pradesh,19,1,0
29-03-2020,West Bengal,18,0,1
29-03-2020,Ladakh,13,3,0
29-03-2020,Bihar,11,0,1
29-03-2020,Andaman and Nicobar Islands,9,0,0
29-03-2020,Chandigarh,8,0,0
29-03-2020,Chhattisgarh,7,0,0
29-03-2020,Uttarakhand,7,2,0
29-03-2020,Goa,5,0,0
29-03-2020,Himachal Pradesh,3,0,1
29-03-2020,Odisha,3,0,0
29-03-2020,Manipur,1,0,0
29-03-2020,Mizoram,1,0,0
29-03-2020,Puducherry,1,0,0
30-03-2020,Kerala,202,19,1
30-03-2020,Maharashtra,198,25,8
30-03-2020,Delhi,87,6,2
30-03-2020,Karnataka,83,5,3
30-03-2020,Uttar Pradesh,82,11,0
30-03-2020,Telangana,71,1,1
30-03-2020,Gujarat,69,1,6
30-03-2020,Tamil Nadu,67,4,1
30-03-2020,Rajasthan,59,3,0
30-03-2020,Jammu and Kashmir,48,2,2
30-03-2020,Madhya Pradesh,47,0,3
30-03-2020,Punjab,38,1,1
30-03-2020,Haryana,36,18,0
30-03-2020,Andhra Pradesh,23,1,0
30-03-2020,West Bengal,22,0,1
30-03-2020,Bihar,15,0,1
30-03-2020,Ladakh,13,3,0
30-03-2020,Andaman and Nicobar Islands,9,0,0
30-03-2020,Chandigarh,8,0,0
30-03-2020,Chhattisgarh,7,0,0
30-03-2020,Uttarakhand,7,2,0
30-03-2020,Goa,5,0,0
30-03-2020,Himachal Pradesh,3,0,1
30-03-2020,Odisha,3,0,0
30-03-2020,Manipur,1,0,0
30-03-2020,Mizoram,1,0,0
30-03-2020,Puducherry,1,0,0
31-03-2020,Kerala,234,19,1
31-03-2020,Maharashtra,216,39,9
31-03-2020,Uttar Pradesh,101,14,0
31-03-2020,Delhi,97,6,2
31-03-2020,Karnataka,83,5,3
31-03-2020,Telangana,79,1,1
31-03-2020,Rajasthan,74,3,0
31-03-2020,Tamil Nadu,74,4,1
31-03-2020,Gujarat,73,3,6
31-03-2020,Jammu and Kashmir,54,2,2
31-03-2020,Madhya Pradesh,47,0,3
31-03-2020,Punjab,41,1,3
31-03-2020,Andhra Pradesh,40,1,0
31-03-2020,Haryana,40,21,0
31-03-2020,West Bengal,26,0,2
31-03-2020,Bihar,15,0,1
31-03-2020,Chandigarh,13,0,0
31-03-2020,Ladakh,13,3,0
31-03-2020,Andaman and Nicobar Islands,10,0,0
31-03-2020,Chhattisgarh,8,0,0
31-03-2020,Uttarakhand,7,2,0
31-03-2020,Goa,5,0,0
31-03-2020,Himachal Pradesh,3,0,1
31-03-2020,Odisha,3,0,0
31-03-2020,Manipur,1,0,0
31-03-2020,Mizoram,1,0,0
31-03-2020,Puducherry,1,0,0
01-04-2020,Maharashtra,302,39,9
01-04-2020,Kerala,241,23,2
01-04-2020,Tamil Nadu,234,6,1
01-04-2020,Delhi,152,6,2
01-04-2020,Uttar Pradesh,103,14,2
01-04-2020,Karnataka,101,8,3
01-04-2020,Telangana,96,1,3
01-04-2020,Rajasthan,93,3,0
01-04-2020,Andhra Pradesh,83,0,0
01-04-2020,Gujarat,82,5,6
01-04-2020,Madhya Pradesh,66,0,3
01-04-2020,Jammu and Kashmir,62,2,2
01-04-2020,Haryana,43,21,0
01-04-2020,Punjab,42,1,3
01-04-2020,West Bengal,37,6,3
01-04-2020,Bihar,23,0,1
01-04-2020,Chandigarh,16,0,0
01-04-2020,Ladakh,13,3,0
01-04-2020,Andaman and Nicobar Islands,10,1,0
01-04-2020,Chhattisgarh,9,2,0
01-04-2020,Uttarakhand,7,2,0
01-04-2020,Goa,5,0,0
01-04-2020,Odisha,4,0,0
01-04-2020,Himachal Pradesh,3,0,1
01-04-2020,Puducherry,3,1,0
01-04-2020,Assam,1,0,0
01-04-2020,Jharkhand,1,0,0
01-04-2020,Manipur,1,0,0
01-04-2020,Mizoram,1,0,0
02-04-2020,Maharashtra,335,42,13
02-04-2020,Kerala,265,25,2
02-04-2020,Tamil Nadu,234,6,1
02-04-2020,Delhi,219,8,4
02-04-2020,Uttar Pradesh,113,14,2
02-04-2020,Karnataka,110,9,3
02-04-2020,Rajasthan,108,3,0
02-04-2020,Telangana,107,1,3
02-04-2020,Madhya Pradesh,99,0,6
02-04-2020,Gujarat,87,8,7
02-04-2020,Andhra Pradesh,86,1,1
02-04-2020,Jammu and Kashmir,62,2,2
02-04-2020,West Bengal,53,6,3
02-04-2020,Punjab,46,1,4
02-04-2020,Haryana,43,21,0
02-04-2020,Bihar,24,0,1
02-04-2020,Chandigarh,16,0,0
02-04-2020,Ladakh,13,3,0
02-04-2020,Andaman and Nicobar Islands,10,0,0
02-04-2020,Chhattisgarh,9,2,0
02-04-2020,Uttarakhand,7,2,0
02-04-2020,Assam,5,0,0
02-04-2020,Goa,5,0,0
02-04-2020,Odisha,4,0,0
02-04-2020,Himachal Pradesh,3,1,1
02-04-2020,Puducherry,3,1,0
02-04-2020,Jharkhand,1,0,0
02-04-2020,Manipur,1,0,0
02-04-2020,Mizoram,1,0,0
03-04-2020,Maharashtra,335,42,16
03-04-2020,Tamil Nadu,309,6,1
03-04-2020,Kerala,286,27,2
03-04-2020,Delhi,219,8,4
03-04-2020,Uttar Pradesh,172,14,2
03-04-2020,Rajasthan,167,3,0
03-04-2020,Telangana,158,1,7
03-04-2020,Andhra Pradesh,132,1,1
03-04-2020,Karnataka,124,10,3
03-04-2020,Madhya Pradesh,104,0,6
03-04-2020,Gujarat,95,10,8
03-04-2020,Jammu and Kashmir,75,3,2
03-04-2020,West Bengal,63,3,3
03-04-2020,Haryana,49,24,0
03-04-2020,Punjab,48,1,5
03-04-2020,Bihar,29,0,1
03-04-2020,Chandigarh,18,0,0
03-04-2020,Assam,16,0,0
03-04-2020,Ladakh,14,3,0
03-04-2020,Andaman and Nicobar Islands,10,0,0
03-04-2020,Uttarakhand,10,2,0
03-04-2020,Chhattisgarh,9,3,0
03-04-2020,Goa,6,0,0
03-04-2020,Himachal Pradesh,6,1,1
03-04-2020,Odisha,5,0,0
03-04-2020,Puducherry,5,1,0
03-04-2020,Jharkhand,2,0,0
03-04-2020,Manipur,2,0,0
03-04-2020,Arunachal Pradesh,1,0,0
03-04-2020,Mizoram,1,0,0
04-04-2020,Maharashtra,490,42,24
04-04-2020,Delhi,445,15,6
04-04-2020,Tamil Nadu,411,6,2
04-04-2020,Kerala,295,41,2
04-04-2020,Rajasthan,200,21,0
04-04-2020,Uttar Pradesh,174,19,2
04-04-2020,Andhra Pradesh,161,1,1
04-04-2020,Telangana,159,1,7
04-04-2020,Karnataka,128,12,3
04-04-2020,Gujarat,105,14,10
04-04-2020,Madhya Pradesh,104,0,6
04-04-2020,Jammu and Kashmir,75,3,2
04-04-2020,West Bengal,69,3,3
04-04-2020,Punjab,57,1,5
04-04-2020,Haryana,49,24,0
04-04-2020,Bihar,30,0,1
04-04-2020,Assam,24,0,0
04-04-2020,Chandigarh,18,0,0
04-04-2020,Uttarakhand,16,2,0
04-04-2020,Ladakh,14,3,0
04-04-2020,Andaman and Nicobar Islands,10,0,0
04-04-2020,Chhattisgarh,9,3,0
04-04-2020,Goa,7,0,0
04-04-2020,Himachal Pradesh,6,1,1
04-04-2020,Odisha,5,0,0
04-04-2020,Puducherry,5,1,0
04-04-2020,Jharkhand,2,0,0
04-04-2020,Manipur,2,0,0
04-04-2020,Arunachal Pradesh,1,0,0
04-04-2020,Mizoram,1,0,0
05-04-2020,Delhi,503,18,7
05-04-2020,Maharashtra,490,42,24
05-04-2020,Tamil Nadu,485,6,3
05-04-2020,Kerala,306,49,2
05-04-2020,Telangana,269,32,7
05-04-2020,Uttar Pradesh,227,19,2
